RecordingName,Transcription,Start,End,Emotion,category
Ses05F_impro03_F046,I have to think about moving now.  We're going to move in together,217.48,220.85,HAPPINESS,train
Ses05F_impro03_F047,I think it's a good idea to live together before you get married.,220.88,223.81,HAPPINESS,train
Ses05F_impro03_F048,"I don't want a house, I mean just-",225.08,227.16,HAPPINESS,train
Ses05F_impro03_F049,L.A. apartment is fine.,227.17,228.5596,HAPPINESS,train
Ses05F_impro03_F050,yeah.,229.47,230.58,EXCITED,train
Ses05F_impro03_F051,"Two artists, though.  We're bound to be poor forever.",232.95,237.31,HAPPINESS,train
Ses05F_impro03_F052,"Yeah, I think so.  I mean, not for a while.",239.57,242.14,EXCITED,test
Ses05F_impro03_F053,Definitely not for a while,242.15,243.94,HAPPINESS,validate
Ses05F_impro03_F054,yeah.,244.68,245.78,HAPPINESS,train
Ses05F_impro03_F055,[LAUGHTER] Good luck.,248.29,252.8,HAPPINESS,validate
Ses05F_impro03_F056,"You won't have trouble, You won't have trouble.",253.4051,255.53,HAPPINESS,test
Ses05F_impro03_F057,"You should just approach her like that.  Hey, will you bear my children?",256.79,260.88,HAPPINESS,validate
Ses05F_impro03_F058,"Yeah, totally.",263.05,264.44,HAPPINESS,test
Ses05F_impro03_F059,Total turn on.,265.66,267.68,HAPPINESS,train
Ses05F_impro03_F060,[LAUGHTER],267.82,269.78,HAPPINESS,train
Ses05F_impro03_M000,What?,4.23,5.43,EXCITED,test
Ses05F_impro03_M001,"Come on, what?",5.62,9.38,EXCITED,validate
Ses05F_impro03_M002,Shut up.,9.61,10.97,SURPRISE,validate
Ses05F_impro03_M003,No way.,11.01,12.62,EXCITED,train
Ses05F_impro03_M004,He asked you?,12.65,14.3,EXCITED,test
Ses05F_impro03_M005,"No way, when? when,when, When did it happen?",14.43,17.61,EXCITED,test
Ses05F_impro03_M006,Oh my gosh.,17.85,19.88,EXCITED,validate
Ses05F_impro03_M007,And you actually said yes.  I can't believe it.  I never thought you would get married.,19.99,24.68,EXCITED,test
Ses05F_impro03_M008,Oh my gosh.,25.35,27.2,EXCITED,train
Ses05F_impro03_M009,Oh absolutely.,27.33,29.29,EXCITED,test
Ses05F_impro03_M010,"Well, we always said we'd be in our thirtieth when we got married. And we were going to get married to each other if we didn't by then",29.83,35.52,EXCITED,validate
Ses05F_impro03_M011,"Thirty nine, yeah.  I can't believe it.  So you broke our pact. Thanks a lot.",36.27,41.5691,EXCITED,validate
Ses05F_impro03_M012,"Thanks a lot.  Well, okay, you've got to tell me the details.  What did he say?  Where was it?  What happened?",41.6005,45.98,EXCITED,test
Ses05F_impro03_M013,"Okay.  That's okay, spontaneous is great.  Spontaneous is awesome.",51.96,56.14,EXCITED,validate
Ses05F_impro03_M014,You've got to love that.,56.15,57.66,EXCITED,train
Ses05F_impro03_M015,"Nice, you love the jazz.",60.26,63.51,EXCITED,train
Ses05F_impro03_M016,"Oh, okay, yeah.",68.76,70.15,EXCITED,train
Ses05F_impro03_M017,Were you in Chicago?,73.57,75.33,EXCITED,test
Ses05F_impro03_M018,"Downtown, was it beautiful? of course it was beautiful",75.56,80.13,EXCITED,test
Ses05F_impro03_M019,"What a guy.  I can't believe it.  So okay, so do you know any details?  When's it going to be?  Anything?",80.85,87.9,EXCITED,test
Ses05F_impro03_M020,Am I in it?,88.84,90.38,EXCITED,train
Ses05F_impro03_M021,"Okay, I certainly hope so, of course.",90.73,93.78,EXCITED,test
Ses05F_impro03_M022,Next fall.,94.83,95.97,EXCITED,test
Ses05F_impro03_M023,Are you going to do it in town or are you out of town?,96.76,99.01,EXCITED,train
Ses05F_impro03_M024,"Oh, okay.",99.56,100.83,EXCITED,train
Ses05F_impro03_M025,"Yeah, where's he from again?",103.44,105.22,EXCITED,train
Ses05F_impro03_M026,"Oh he is, okay.",106.21,107.48,EXCITED,train
Ses05F_impro03_M027,"Cool, perfect.  Another Chicagoite, got to love it.",107.51,111.57,EXCITED,test
Ses05F_impro03_M028,"Exactly, yeah.  I can't believe you met him in Africa.",116.78,121.04,EXCITED,test
Ses05F_impro03_M029,"And the chances, what are the chances of meeting somebody in Africa and then coming back to Chicago?",121.06,124.67,EXCITED,train
Ses05F_impro03_M030,[LAUGHTER] I am sil,129.12,131.42,HAPPINESS,train
Ses05F_impro03_M031,And now you're getting married.,131.65,133.34,EXCITED,train
Ses05F_impro03_M032,That is amazing.  You must be so excited.  Did you tell your mom?,133.36,136.95,EXCITED,test
Ses05F_impro03_M033,"Oh, did she cry?",137.17,138.96,EXCITED,validate
Ses05F_impro03_M034,"I knew it.  I knew it, of course she does.  How could you not love Mr. Peace Corps worker man?  He's the nicest guy ever.",139.76,148.36,EXCITED,validate
Ses05F_impro03_M035,[BREATHING],149.37,151.62,EXCITED,train
Ses05F_impro03_M036,you.. I can't believe it.  I'm so happy for you.  This is exactly what you wanted.  It's your dream come true.,151.64,158.39,EXCITED,train
Ses05F_impro03_M037,"The exact right guy, I fully approve.  He's a wonderful guy.  We have a great time.  He can drink.  That's awesome.",158.46,166.2,EXCITED,train
Ses05F_impro03_M038,[LAUGHTER],166.32,168.22,HAPPINESS,test
Ses05F_impro03_M039,"Of course, of course she will ... of course she will.  Yeah, don't go and disappear like everyone else after they get married and I never see them again.  That'll make me mad.  You don't want to make me mad.  You know how I get when I get mad.",169.52,180.66,EXCITED,test
Ses05F_impro03_M040,Exactly.,183.93,185.28,HAPPINESS,train
Ses05F_impro03_M041,"Exactly, ""laugh"".",185.3,187.63,HAPPINESS,train
Ses05F_impro03_M042,"ahh I was always worried you'd be a little bit jealous of me, but I was never quite that lucky.",188.81,194.48,EXCITED,validate
Ses05F_impro03_M043,"Oh, thanks. move here before you get married [LAUGHTER]",194.5,198.69,EXCITED,test
Ses05F_impro03_M044,"Perfect, okay, good. ""sigh""",199.12,201.76,EXCITED,train
Ses05F_impro03_M045,"I don't feel so bad then.  Well, I'm excited for you.",201.78,206.71,EXCITED,train
Ses05F_impro03_M046,I can't believe it.,207.05,208.66,EXCITED,train
Ses05F_impro03_M047,Who else have you told?,209.37,211.02,EXCITED,train
Ses05F_impro03_M048,Really?,212.24,213.51,EXCITED,validate
Ses05F_impro03_M049,So I was one of the first ones? That makes me feel so important.,213.96,217.89,HAPPINESS,train
Ses05F_impro03_M050,"Oh yeah, of course.",220.29,222.75,EXCITED,train
Ses05F_impro03_M051,"I think so, too.  Are you going to get a house or-",222.94,225.53,EXCITED,train
Ses05F_impro03_M052,No?,226.47,227.37,EXCITED,train
Ses05F_impro03_M053,"Oh, nice.",228.47,229.88,EXCITED,validate
Ses05F_impro03_M054,A good apartment. [BREATHING],229.93,233.44,EXCITED,train
Ses05F_impro03_M055,"Yeah, how are you going to survive?",234.72,236.56,EXCITED,train
Ses05F_impro03_M056,Exactly. Are you going to have kids?,236.5951,239.53,EXCITED,test
Ses05F_impro03_M057,yeah.,240.87,242.11,HAPPINESS,train
Ses05F_impro03_M058,yeah.,242.19,243.46,HAPPINESS,train
Ses05F_impro03_M059,"So now, I'm going to have to find somebody else to bear my children.",245.58,248.71,HAPPINESS,test
Ses05F_impro03_M060,[LAUGHTER],249.6,251.2,HAPPINESS,validate
Ses05F_impro03_M061,"Oh, thanks.  I'll need it.",252.48,254.56,HAPPINESS,train
Ses05F_impro03_M062,"Oh thanks, you're too nice",254.64,256.25,HAPPINESS,train
Ses05F_impro03_M063,just being polite now,256.36,258.13,HAPPINESS,train
Ses05F_impro03_M064,because I am not getting married.,258.36,260.12,HAPPINESS,test
Ses05F_impro03_M065,"Exactly, [LAUGHTER] I think that'll go over great, don't you?",260.15,263.98,HAPPINESS,test
Ses05F_impro03_M066,"That's what girls like, right?",264,265.55,HAPPINESS,test
Ses05F_impro03_M067,Would you mind popping out a few for me?,267.07,269.23,HAPPINESS,train
Ses05F_impro03_M068,"That'd be great, thanks.",269.27,271.59,HAPPINESS,validate
Ses05F_impro04_F000,"Brian, I need help.",5.18,9.76,SADNESS,validate
Ses05F_impro04_F001,I don't--I'm just--I'm thinking maybe I should move back home or something.  I don't I don't know what to do.  I can't - I cant keep living the way I'm living.,15.79,26.2,SADNESS,validate
Ses05F_impro04_F002,"I don't know.  I mean, what am I supposed to do? I've It's not for lack of effort.  I've been trying.",29.45,36.38,FRUSTRATION,test
Ses05F_impro04_F003,How did you get a job?  What am I - What am I supposed to do?,40.14,44.28,FRUSTRATION,train
Ses05F_impro04_F004,"I mean, I just don't--I don't know.  If you don't have a lot of qualification, where do you - where do you find work?  It's like L.A. is so frustrating because if you don't know somebody, you can't -you can't get a job.  It's impossible.  It's totally discriminatory.  You have to know somebody.",49.54,66.46,FRUSTRATION,train
Ses05F_impro04_F005,It's not fair.,66.53,68.15,FRUSTRATION,train
Ses05F_impro04_F006,That's fine.  I'd be willing to start anywhere.  I can't get a job.,71.26,75.44,FRUSTRATION,validate
Ses05F_impro04_F007,"I mean, on six seven and five an hour does not - does not pay the bills I mean.",75.86,80.96,FRUSTRATION,train
Ses05F_impro04_F008,I still can't live on in six seven and five.  It's not possible in Los Angeles.  Housing is too expensive.,83.89,89.8,ANGER,validate
Ses05F_impro04_F009,"I mean I can do the McDonald's thing for a while as humiliating as that is, but I mean then what?  I mean You can't exactly move up in that kind of industry.",95.17,107.36,FRUSTRATION,validate
Ses05F_impro04_F010,"Oh come on, that's not what I envisioned for myself. Honestly, would you settle for being a manager at McDonalds?",108.31,116.04,FRUSTRATION,train
Ses05F_impro04_F011,This is humiliating.,118.95,121.71,FRUSTRATION,test
Ses05F_impro04_F012,"No, I don't I don't want to accept that.  I think that's bullshit.",124.48,128.08,FRUSTRATION,validate
Ses05F_impro04_F013,I don't know.  I feel like I've tried everything.,131.82,135.81,FRUSTRATION,train
Ses05F_impro04_F014,Three years of going out every day--every day--and looking for a job and being constantly denied everywhere I go.,138.28,145.89,FRUSTRATION,train
Ses05F_impro04_F015,I'm just so scared to start over I mean.  I put so much time and energy into being here.,158.49,167.21,SADNESS,test
Ses05F_impro04_F016,"Where am I supposed to go?  I mean, like what?",168.51,172.4321,SADNESS,train
Ses05F_impro04_F017,I don't know. Maybe I can take out a loan. I just- I need prospects and I don't feel like I have any.,179.1,184.95,SADNESS,train
Ses05F_impro04_F018,But that doesn't help me when I'm hungry now.,190.61,193.78,SADNESS,validate
Ses05F_impro04_F019,I'm just worried.,197.53,199.65,SADNESS,train
Ses05F_impro04_F020,It's three years.,224.13,226.81,FRUSTRATION,test
Ses05F_impro04_F021,Is that honestly what you think?,230.22,232.97,FRUSTRATION,train
Ses05F_impro04_F022,That's really hard to hear.,248.33,250.52,SADNESS,validate
Ses05F_impro04_F023,I feel like I have faith and now faith is running thin because there is no money.,256.35,262.2,SADNESS,train
Ses05F_impro04_F024,"Brian, I don't think you have a concept of what I mean by- by money.  I don't mean money like oh, I can't go get my hair and my nails done today, I mean like I can't eat.",265.5,275.22,FRUSTRATION,test
Ses05F_impro04_F025,"No, no, really, if I can't pay to live somewhere, I'm going to end up living in my car.",276.34,282.5,FRUSTRATION,validate
Ses05F_impro04_F026,I just-- I,285.75,287.43,FRUSTRATION,validate
Ses05F_impro04_F027,"Well, thank you.",298.63,300.63,FRUSTRATION,train
Ses05F_impro04_F028,"Yeah, I don't intend to stop trying.  I just--I don't when is when enough is enough.",302.78,308.04,FRUSTRATION,train
Ses05F_impro04_F029,I don't know.,310.65,312.8,FRUSTRATION,test
Ses05F_impro04_F030,"Yeah, and I look nice and I'm you know--",312.87,316.33,FRUSTRATION,train
Ses05F_impro04_F031,charismatic.,316.36,318.29,FRUSTRATION,test
Ses05F_impro04_F032,"yah, to-totally, and I'm not--",318.34,320.91,FRUSTRATION,validate
Ses05F_impro04_F033,"Yeah, I always think so, but I- I just feel like it's a lot of lip service everywhere I go.",323.33,328.76,FRUSTRATION,train
Ses05F_impro04_F034,"Yeah, I follow up.",329.96,332.06,FRUSTRATION,validate
Ses05F_impro04_F035,It's just like- it's a matter of-,333.68,336.64,FRUSTRATION,test
Ses05F_impro04_F036,"not tall enough, not pretty enough, not--you know how this place is.",337.32,344.69,FRUSTRATION,train
Ses05F_impro04_F037,"I mean, anything.",350.69,352.31,FRUSTRATION,train
Ses05F_impro04_F038,"Well, I'd like to be a working actor.",353.5,356.19,NEUTRAL STATE,train
Ses05F_impro04_F039,But um--,357.03,359.66,NEUTRAL STATE,train
Ses05F_impro04_F040,Yeah.,361.96,363.41,NEUTRAL STATE,train
Ses05F_impro04_F041,"Bartending, catering.",365.91,368.46,NEUTRAL STATE,train
Ses05F_impro04_F042,Would you be willing to make some more calls on my behalf? I won't--I won't make you look bad.,381.37,389.79,SADNESS,train
Ses05F_impro04_F043,yeah.,389.8,391.11,NEUTRAL STATE,validate
Ses05F_impro04_F044,Thank you.,395.47,396.95,NEUTRAL STATE,test
Ses05F_impro04_F045,"I will, I will.",398.68,400.71,NEUTRAL STATE,validate
Ses05F_impro04_F046,"Yeah, thank you.",401.77,403.28,EXCITED,validate
Ses05F_impro04_M000,"Babe, I don't know what to tell you.  Don't give up.",10.71,15.63,NEUTRAL STATE,train
Ses05F_impro04_M001,"Well, of course not, but what are you going to do if you move back home?  Are you going to be able to find a job there?",25.96,31.02,NEUTRAL STATE,train
Ses05F_impro04_M002,"I wish I had some answers for you, babe.  I mean-I don't know what to tell you.",35.99,41.26,FRUSTRATION,train
Ses05F_impro04_M003,I went to school and I got my degree.  And I got a job.,43.93,49.07,NEUTRAL STATE,train
Ses05F_impro04_M004,Nothing's impossible.,65.44,67.4,NEUTRAL STATE,validate
Ses05F_impro04_M005,You have to be willing - You have to be willing to start you know at the bottom and work your way up. and,67.66,72.36,NEUTRAL STATE,train
Ses05F_impro04_M006,I,75.01,76.28,FRUSTRATION,test
Ses05F_impro04_M007,"No, it doesn't pay the bills, but it would pay something.  And it would help you get somewhere else.",80.5,84.99,NEUTRAL STATE,test
Ses05F_impro04_M008,"and No, I understand, but you've got to start somewhere.  It's better than nothing and that's all you have.  You have nothing right now.",89.44,95.3,NEUTRAL STATE,validate
Ses05F_impro04_M009,"Wait, You can move up.  There's management programs in McDonalds and things like that.",106.36,110.45,NEUTRAL STATE,train
Ses05F_impro04_M010,"[GARBAGE] No, I wouldn't, but I--",115.65,119.44,NEUTRAL STATE,validate
Ses05F_impro04_M011,"Well, you know what?  Life gets humili... humiliating at times.",121.48,125.44,NEUTRAL STATE,validate
Ses05F_impro04_M012,"Well, what are you going to do about it to make it different?",127.66,130.95,NEUTRAL STATE,train
Ses05F_impro04_M013,Have you?  There's got to be something else.,135.81,139.6,NEUTRAL STATE,test
Ses05F_impro04_M014,"I don't know what to tell you, babe. Maybe- Maybe you're right.  Maybe you do have to go someplace else.  I don't know, maybe it's just not meant to be here.  I mean I want you to-I don't want you to give up, but I mean I don't want you to move away, but at the same time, I don't like seeing you like this.",147.66,162.44,FRUSTRATION,train
Ses05F_impro04_M015,"If it's rent or something like that, I mean I can help you out a little bit, if- if that will help you you know stick with it.",172.14,179.36,NEUTRAL STATE,train
Ses05F_impro04_M016,"Well, just don't give up. And there's- you know, You never know, something might be around the corner tomorrow.",185.01,191.18,NEUTRAL STATE,train
Ses05F_impro04_M017,"Well, you know I'm not going to let you starve.",193.34,197.83,NEUTRAL STATE,test
Ses05F_impro04_M018,"Of course, you're worried.  We're all worried.  I'm worried for you.  Everyone's always worried.  You know, I don't-maybe I have a job and yeah, it's a good job whatever and I'm happy, but it doesn't mean I'm going to have it tomorrow or the next day.  You never know what's going to happen.  Something crazy could happen tomorrow.	Something crazy can happen for you tomorrow and you'll get a job.  You never know.  You can walk up to somebody on the street and it'll be something great.  You've just got to be positive.  You're so negative all the time.",199.63,224.87,FRUSTRATION,test
Ses05F_impro04_M019,"I understand, but you know what, you've been negative for three years.",226.21,230.43,FRUSTRATION,test
Ses05F_impro04_M020,"It's the way it seems to me.  You started complaining about not being able to find a job the first day you went out and didn't find a job.  And I'm not saying like and not trying to you know put you down or anything, it's just that-",232.51,249.18,NEUTRAL STATE,train
Ses05F_impro04_M021,"But it's true, babe.  You've got to be more positive about things.  Like- Have some faith in yourself.",250.18,256.37,FRUSTRATION,train
Ses05F_impro04_M022,"Well, exactly.  Money is not everything.",261.85,265.79,NEUTRAL STATE,train
Ses05F_impro04_M023,You can.,274.69,276.6,FRUSTRATION,test
Ses05F_impro04_M024,You know I would never let that happen.  I wouldn't let that happen.,281.81,285.94,NEUTRAL STATE,validate
Ses05F_impro04_M025,"You can always stay with me if you- if you have to stay with me for a while and get yourself back up on your feet again.  You know I'm not just going to you know just throw you to the wolves or something like that.  If there's any way I can help you, I will.",286.02,298.79,NEUTRAL STATE,train
Ses05F_impro04_M026,But you have to keep trying.  You can't give up.,300.47,305.36,NEUTRAL STATE,train
Ses05F_impro04_M027,"And you've got to think--well, ask yourself why are they not hiring you?",306.08,310.1,NEUTRAL STATE,train
Ses05F_impro04_M028,I mean are you going in for interviews?,311.09,313.31,NEUTRAL STATE,validate
Ses05F_impro04_M029,Are you presenting-,315.97,317.34,NEUTRAL STATE,validate
Ses05F_impro04_M030,putting your best foot forward? or you,317.36,319.28,NEUTRAL STATE,train
Ses05F_impro04_M031,"Do they seem to like you? I mean, Can you get any read from them?",319.4,323.4,NEUTRAL STATE,train
Ses05F_impro04_M032,Have you ever called them back and asked why you didn't get the job?,328.23,331.95,NEUTRAL STATE,train
Ses05F_impro04_M033,Do they give you any specifics as to why they didn't go with you?,332.12,335.52,NEUTRAL STATE,train
Ses05F_impro04_M034,"Yeah, I understand. maybe What jobs are we talking about?",344.18,350.73,NEUTRAL STATE,train
Ses05F_impro04_M035,Like- What's your ideal job?  What do you want to do?,350.84,354.02,NEUTRAL STATE,train
Ses05F_impro04_M036,Of course.,355.66,357.32,NEUTRAL STATE,test
Ses05F_impro04_M037,"Everyone wants to be a working actor, but they all work at something else.",358.9,362.39,NEUTRAL STATE,train
Ses05F_impro04_M038,So what's the something else?,363.4,365.63,NEUTRAL STATE,train
Ses05F_impro04_M039,"You can't get a catering gig?  Well, I can call some friends.  I- Well, I did call some friends before, but you went in once and then never went back.",368.64,380.56,NEUTRAL STATE,train
Ses05F_impro04_M040,If I- If you- Will you stick with it?,387.54,390.68,NEUTRAL STATE,test
Ses05F_impro04_M041,"Okay.  Okay, I'll call some people.",392.0554,396.31,NEUTRAL STATE,train
Ses05F_impro04_M042,"But you've got to keep looking for other stuff. You've got to do it on your own, too.  Okay?",397.22,402.24,NEUTRAL STATE,train
Ses05F_impro04_M043,You know I'll always help you.,402.27,404.33,NEUTRAL STATE,train
Ses05F_impro05_F000,"Hi,um- I think my baggage was lost, and I need to I guess file a claim or I don't know what.",2.26,11.56,NEUTRAL STATE,validate
Ses05F_impro05_F001,Um-Seventeen. Coming from --,11.59,15.1665,NEUTRAL STATE,train
Ses05F_impro05_F002,It was Virgin Atlantic coming from London.,15.195,17.8748,NEUTRAL STATE,train
Ses05F_impro05_F003,"Yeah, I don't know where it was lost.  I was coming from Africa, so.",24.1752,28.9646,FRUSTRATION,validate
Ses05F_impro05_F004,Right.,30.89,32.26,NEUTRAL STATE,train
Ses05F_impro05_F005,Yeah.,33.08,34.36,NEUTRAL STATE,train
Ses05F_impro05_F006,That's good.,42.05,43.3329,NEUTRAL STATE,train
Ses05F_impro05_F007,"Well, I can't leave without it. I mean, Could you find out?",52.028,57.38,NEUTRAL STATE,validate
Ses05F_impro05_F008,"Right, well can you get on the computer maybe and like track it down and see when it's going to get here?",61.89,66.92,FRUSTRATION,train
Ses05F_impro05_F009,"Yes, sir, I know what my bag looks like.",75.1483,78.54,FRUSTRATION,train
Ses05F_impro05_F010,Um- It's a travel backpack.  It's green and gray.  It's got my name on it and my information.,80.71,87.82,NEUTRAL STATE,test
Ses05F_impro05_F011,"No, it didn't turn up at the baggage claim.",88.8,91.58,FRUSTRATION,train
Ses05F_impro05_F012,I mean we've gone through all of this.  I've been to five people already who--,91.6,95.41,FRUSTRATION,validate
Ses05F_impro05_F013,Okay.,99.84,101.12,FRUSTRATION,train
Ses05F_impro05_F014,"Yes, lots of really like -- sentimental value only, but--",111.2,116.09,FRUSTRATION,validate
Ses05F_impro05_F015,#NAME?,116.33,118.1391,FRUSTRATION,validate
Ses05F_impro05_F016,"That's not going to cut it. Like, Really, I really need to get this bag back.",127.3759,131.42,FRUSTRATION,train
Ses05F_impro05_F017,Does this happen often?  Do they--you just lose baggage and you just offer people money for it?,135.97,142.29,FRUSTRATION,validate
Ses05F_impro05_F018,Uh- Not lose the baggage in the first place. I mean You're offering a service here. I paid so much money for that ticket.,146.72,155.09,ANGER,train
Ses05F_impro05_F019,"No, but I mean like why can't- why can't you find it?  Where did it go?  Who lost it?",163.64,168.5,ANGER,test
Ses05F_impro05_F020,"Well, I just-I paid so much money for this ticket.  I feel like you guys should be able to get-to offer me more than a fifty dollar voucher.",172.11,180.74,ANGER,validate
Ses05F_impro05_F021,"Yeah, meaning I didn't die in a fiery plane crash.  How convenient, but um- I paid two thousand dollar to ride your airline, and I would really appreciate getting my bags there to my destination in one place.",184.96,198.73,ANGER,test
Ses05F_impro05_F022,"Right, but part of the agreement is that I'm paying so that I can take myself and my belongings with me.",202.3531,208.07,ANGER,train
Ses05F_impro05_F023,And that you're going to transport them safely from one place to another.,208.1118,212,ANGER,validate
Ses05F_impro05_F024,"That's all you can offer me? I mean, my the stuff in there is worth way more than fifty dollar.",220.7981,226.66,ANGER,test
Ses05F_impro05_F025,No.,228.32,230.18,ANGER,train
Ses05F_impro05_F026,Why do I need flight insurance?  Why don't you guys just guarantee that you're going to get the stuff that I leave with to my destination?,233.1138,239.28,FRUSTRATION,train
Ses05F_impro05_F027,"Right, but if I'm riding a bus, I don't need to buy luggage insurance that the backpack I take on is going to get to my destination with me.",244.34,252.46,FRUSTRATION,train
Ses05F_impro05_F028,Because they made me check it.  It's too heavy.,257.23,259.79,FRUSTRATION,train
Ses05F_impro05_F029,"So I would have carried it on, but they made me check it and then they lost it.",260.73,265.65,FRUSTRATION,test
Ses05F_impro05_F030,There's nothing else you can do?,271.2011,273.72,FRUSTRATION,train
Ses05F_impro05_F031,I don't believe that for a second.,277.06,279.36,ANGER,train
Ses05F_impro05_F032,"No, I don't think you are. I mean If you were doing everything you could, you'd either give me more money or you'd figure out where my bag is.",283.04,290.44,FRUSTRATION,train
Ses05F_impro05_F033,What do you mean as you can?  Who makes up these rules?,294.72,298.41,ANGER,train
Ses05F_impro05_F034,You're an autono- autonomous human being.  You could- You could go into the com-,298.47,303.53,ANGER,validate
Ses05F_impro05_F035,You could go into the computer and- you know- print-,304.28,307.36,ANGER,validate
Ses05F_impro05_F036,"So I'm just supposed to oh, well, oops, my luggage is gone and be fine with that and take your stinking fifty dollar voucher?",312.65,320.34,FRUSTRATION,train
Ses05F_impro05_F037,And you have no guarantee.,324.79,326.83,FRUSTRATION,train
Ses05F_impro05_F038,This is ridiculous.,329.672,331.75,FRUSTRATION,train
Ses05F_impro05_F039,"Uh- Because you guys lost it, so it should be your responsibility to find it, too.",333.42,338.76,FRUSTRATION,train
Ses05F_impro05_F040,"Oh, come on.  Would you cut it out?  This is ridiculous.",340.91,344.72,FRUSTRATION,validate
Ses05F_impro05_F041,"No, I don't think I am.  I like have a whole bunch of stuff that means a lot to me, and I brought it you know from Africa.  It's not like I can just go back and get it whenever I want.",346.09,355.74,ANGER,train
Ses05F_impro05_F042,It's not like I can go to Kmart and buy another.,355.76,358.78,ANGER,test
Ses05F_impro05_F043,okay fine.,369.6,371.4369,SADNESS,train
Ses05F_impro05_F044,"Yeah, I'll take your fifty dollar voucher.",373.39,375.85,FRUSTRATION,train
Ses05F_impro05_F045,Thanks.,384.96,386.9,FRUSTRATION,validate
Ses05F_impro05_M000,"Okay, what flight were you on?",9.76,11.85,NEUTRAL STATE,train
Ses05F_impro05_M001,On what airline?,13.22,15.36,NEUTRAL STATE,train
Ses05F_impro05_M002,"From London, okay. Um- And you went through all your proper checkpoints?",17.6467,24.71,NEUTRAL STATE,train
Ses05F_impro05_M003,So you haven't seen your bags since Africa. You flew threw Heath Row to here.,28.7936,33.56,NEUTRAL STATE,test
Ses05F_impro05_M004,"Okay.  Well, let me see here. I-",33.99,37.9253,NEUTRAL STATE,train
Ses05F_impro05_M005,It seems like it went through Heath Row.  I see it here. uh-,38.686,43.37,NEUTRAL STATE,validate
Ses05F_impro05_M006,But uh- I don't see it here in the airport yet. uh,43.43,48.2934,NEUTRAL STATE,train
Ses05F_impro05_M007,I'm not sure where it is.  We can absolutely keep an eye out for for it for you.,48.3219,52.36,NEUTRAL STATE,test
Ses05F_impro05_M008,"Well, I'm not a miracle worker.  I don't know what I can do for you.  I don't have the bag right here.",55.75,62.81,NEUTRAL STATE,train
Ses05F_impro05_M009,"Well, as I told you, it left Heath Row and it seems to have arrived here.  But if you can't find it, then-are you sure you know what your bag looks like?",66.48,75.1483,NEUTRAL STATE,validate
Ses05F_impro05_M010,"Okay, and what is that?  What kind of bag is it?",77.21,81.62,NEUTRAL STATE,train
Ses05F_impro05_M011,And you couldn't find it?,87.21,89.47,FRUSTRATION,test
Ses05F_impro05_M012,Are you sure?,91.38,93.14,NEUTRAL STATE,validate
Ses05F_impro05_M013,"Well, obviously, that wasn't me, so I'm going to have to ask you the same questions they asked you just so we can get to the same point.",94.58,100.56,FRUSTRATION,validate
Ses05F_impro05_M014,"All right?  Now, um- it's green, travel bag, you couldn't find it.  And was there something important in it that you need it?",100.59,112.72,NEUTRAL STATE,train
Ses05F_impro05_M015,Sentimental value.,115.42,117.43,NEUTRAL STATE,test
Ses05F_impro05_M016,"Right.  Well, I don't know what to tell you. Um- What I can offer you is a fifty dollar voucher on your next flight.",117.77,127.43,NEUTRAL STATE,validate
Ses05F_impro05_M017,"No, I understand. I mean. It's got to be tough all those sentimental things, but um- this is all I can do for you.",131.082,138.83,NEUTRAL STATE,train
Ses05F_impro05_M018,"Well, you know, sometimes that's--really, I mean what else could we do?",141.7156,147.43,NEUTRAL STATE,validate
Ses05F_impro05_M019,"Well,",149.46,150.57,NEUTRAL STATE,validate
Ses05F_impro05_M020,Obviously ma'am.,150.6,151.8076,FRUSTRATION,validate
Ses05F_impro05_M021,"I am sorry, ma'am.",151.84,153.09,FRUSTRATION,train
Ses05F_impro05_M022,"Let's- Let's just relax for a moment, ma'am.  You understand, obviously, we're going to do everything we can to keep all of your luggage here.",153.46,160.0793,NEUTRAL STATE,train
Ses05F_impro05_M023,"Obviously, we're not trying to lose your luggage.  Do you really believe that we're trying to lose your luggage ma'am?",160.1078,165.6,NEUTRAL STATE,validate
Ses05F_impro05_M024,"Well, if I knew that, then I'd know where it was, wouldn't I?",168.03,172.23,ANGER,train
Ses05F_impro05_M025,"Well, we're talking about one bag.  You personally made it here, didn't you?",180.24,185.19,NEUTRAL STATE,test
Ses05F_impro05_M026,That's what the cost of the ticket was for.,185.28,188.7,FRUSTRATION,train
Ses05F_impro05_M027,"Ma'am, international flights are not cheap and there's many reasons for that.  It does not have solely to do with your baggage or-",197.66,204.16,FRUSTRATION,test
Ses05F_impro05_M028,"Right. Yes, ma'am.",206.82,208.89,FRUSTRATION,train
Ses05F_impro05_M029,"Right, and also if you'll read the fine print of your agreement you'll see that while we do bear some responsibility for lost luggage, it is a fifty dollar voucher.",211.11,221.4,FRUSTRATION,train
Ses05F_impro05_M030,"Well, I understand that.  Did you buy flight insurance?",225.71,228.4669,NEUTRAL STATE,validate
Ses05F_impro05_M031,"Well, my hands are really tied then.",229.6,233.56,NEUTRAL STATE,train
Ses05F_impro05_M032,"Well, it's like any kind of insurance.  You don't-when you get it, then you get more. You know, Like if you--",238.79,245.45,NEUTRAL STATE,train
